usuario_id,idade,sexo,estado_civil,dependentes,cidade,estado,profissao,escolaridade,renda_mensal_x,outras_rendas,nivel_endividamento,score_credito,saldo_medio_conta,limite_cartao,frequencia_poupanca,percentual_renda_investida,tempo_emprego_anos,possui_financiamento,possui_imovel,possui_veiculo,perfil_financeiro,gasto_total,receita_total,numero_transacoes,ticket_medio,maior_despesa,menor_despesa,saldo,renda_mensal_y,razao_gasto_renda,gasto_alimentação,gasto_compras,gasto_educação,gasto_impostos,gasto_investimentos,gasto_lazer,gasto_moradia,gasto_outros,gasto_pets,gasto_saúde,gasto_serviços,gasto_transporte,perc_total,perc_alimentação,perc_compras,perc_educação,perc_impostos,perc_investimentos,perc_lazer,perc_moradia,perc_outros,perc_pets,perc_saúde,perc_serviços,perc_transporte,qtd_recorrentes,qtd_parceladas,perc_boleto,perc_cartão de crédito,perc_cartão de débito,perc_dinheiro,perc_débito automático,perc_pix,perc_transferência bancária
15,44,Feminino,Viúvo,2,Goiânia,GO,Designer Gráfico,Superior,8168.45,2478.59,11.8,887,7259.62,10333.52,Sempre,27.97,21.5,0,1,1,Saudável,39289.96,45986.82,53,892.9536363636363,4453.5,12.77,6696.860000000001,8168.45,4.809965170870851,2824.72,378.43,3517.2700000000004,3084.7999999999997,16178.08,3616.34,1484.29,0.0,486.08,5701.639999999999,1325.05,693.26,1.0,0.07189419383476084,0.009631722709822052,0.08952083433019531,0.07851369662885888,0.4117611725743676,0.09204234364198895,0.03777784451803972,0.0,0.012371608421082638,0.14511697135858626,0.033724900712548446,0.01764471126974932,8,0,0.11320754716981132,0.24528301886792453,0.18867924528301888,0.0,0.09433962264150944,0.22641509433962265,0.1320754716981132
16,42,Feminino,Solteiro,1,Rio de Janeiro,RJ,Eletricista,Médio,4183.92,0.0,6.7,700,9851.58,7617.76,Frequentemente,23.39,1.8,1,0,0,Saudável,22082.7,16981.6,32,817.8777777777779,4520.11,29.24,-5101.100000000002,4183.92,5.27799288705329,1079.13,3884.1800000000003,371.41,1273.89,6429.329999999999,581.73,3138.12,604.22,0.0,3105.45,297.12,1318.12,1.0,0.048867665638712664,0.17589244068886506,0.016819048395350207,0.05768723933214689,0.29114782159790237,0.026343246070453342,0.14210762270917957,0.027361690373006925,0.0,0.14062818405358038,0.01345487644173946,0.05969016469906306,6,0,0.09375,0.125,0.21875,0.0625,0.03125,0.34375,0.125
17,18,Masculino,Viúvo,0,Pelotas,RS,Engenheiro Civil,Superior,12133.27,2355.7,17.32,806,33617.14,18017.8,Frequentemente,17.58,0.0,0,0,1,Saudável,22658.239999999998,31466.28,24,1132.9119999999998,5827.26,18.69,8808.04,12133.27,1.8674471103008503,2712.25,0.0,0.0,0.0,814.97,50.82000000000001,18316.0,384.72,0.0,104.83,0.0,274.65,1.0,0.11970258943324813,0.0,0.0,0.0,0.03596793043060715,0.0022428926518564553,0.8083593430028105,0.016979253463640605,0.0,0.0046265729377039,0.0,0.01212141808013332,7,0,0.08333333333333333,0.041666666666666664,0.2916666666666667,0.0,0.041666666666666664,0.375,0.16666666666666666
18,40,Feminino,Solteiro,0,Teresina,PI,Vendedor,Médio,2728.23,0.0,25.0,529,1124.43,3433.24,Frequentemente,5.16,3.9,1,1,0,Em observação,25196.04,23276.18,40,812.7754838709677,4478.67,74.02,-1919.8600000000006,2728.23,9.235306407450985,4473.42,4692.4400000000005,0.0,4478.67,0.0,2005.6,4141.07,421.57,295.16,2949.73,551.63,1186.75,1.0,0.17754456652712092,0.18623720235402072,0.0,0.17775293260369487,0.0,0.07959981012889326,0.1643540016605784,0.016731597505004754,0.011714539268869235,0.11707117467665554,0.021893519775329773,0.047100655499832514,8,2,0.075,0.3,0.225,0.025,0.025,0.175,0.175
19,59,Masculino,Casado,2,Santos,SP,Vendedor,Superior,3236.93,0.0,43.22,596,1778.74,3229.0,Às vezes,8.85,25.6,0,1,1,Em observação,33736.17,34308.61,50,865.03,4359.79,16.57,572.4400000000023,3236.93,10.422273574034657,2581.01,3593.0099999999998,4836.06,8355.43,3096.67,1979.5,4912.379999999999,0.0,477.47,868.05,1339.29,1697.3,1.0,0.0765057207145921,0.10650319819943994,0.1433494080685508,0.24766978587077315,0.09179079901482594,0.05867589593009521,0.14561166842590606,0.0,0.014153058868271059,0.025730543805061453,0.03969893440778844,0.050310986694695935,11,1,0.08,0.18,0.24,0.04,0.02,0.28,0.16
20,30,Masculino,Solteiro,4,Rio de Janeiro,RJ,Engenheiro de Produção,Superior,12805.87,1339.95,8.61,885,21719.15,29590.87,Sempre,26.78,12.0,0,0,1,Saudável,47721.869999999995,46824.659999999996,37,1590.7289999999998,5398.12,18.19,-897.2099999999991,12805.87,3.7265621156547732,631.21,3122.37,779.83,0.0,24063.92,1489.6499999999999,14801.14,760.56,0.0,585.82,0.0,1487.37,1.0,0.013226849660333932,0.06542849221960498,0.016341145055715548,0.0,0.5042535005438806,0.031215247851771107,0.3101542332687299,0.015937346964819275,0.0,0.012275713420282988,0.0,0.03116747101486174,9,1,0.02702702702702703,0.13513513513513514,0.08108108108108109,0.0,0.24324324324324326,0.35135135135135137,0.16216216216216217
21,45,Feminino,Solteiro,0,Blumenau,SC,Autônomo,Pós-graduação,6020.59,799.99,30.79,645,2011.01,5301.3,Raramente,8.62,1.1,0,0,0,Em observação,39210.39,37330.71,37,1307.013,4851.42,14.25,-1879.6800000000003,6020.59,6.512715531202091,2040.56,2607.82,9088.16,1624.13,8008.66,864.15,13653.56,0.0,0.0,0.0,236.95,1086.4,1.0,0.052041308438911214,0.06650839229092086,0.23177938296456627,0.041420909100878624,0.20424841476965672,0.022038801450329874,0.3482128078807683,0.0,0.0,0.0,0.006043041142921557,0.02770694196104655,9,1,0.16216216216216217,0.13513513513513514,0.13513513513513514,0.0,0.10810810810810811,0.2972972972972973,0.16216216216216217
22,58,Feminino,Viúvo,3,Uberlândia,MG,Vendedor,Superior,4259.59,0.0,8.79,888,11105.6,6906.18,Frequentemente,10.54,25.7,0,1,0,Saudável,38907.15,45111.61,52,1023.8723684210527,4807.48,59.13,6204.459999999999,4259.59,9.134012897954968,3220.01,1929.3899999999999,0.0,5260.48,1065.41,6371.89,15106.31,1273.43,527.15,2619.9700000000003,656.39,876.72,1.0,0.08276139475649077,0.049589599855039496,0.0,0.13520599684119755,0.02738339868121926,0.16377169749005002,0.3882656529712405,0.03272997379659009,0.013548923526909578,0.06733903665521633,0.01687067801162511,0.022533647414421258,12,1,0.09615384615384616,0.15384615384615385,0.09615384615384616,0.057692307692307696,0.038461538461538464,0.34615384615384615,0.21153846153846154
23,41,Masculino,Solteiro,3,Vitória,ES,Motoboy,Fundamental,3237.29,661.85,9.96,933,3107.0,6416.84,Sempre,10.0,15.8,0,0,0,Saudável,17812.06,16482.32,27,809.639090909091,2954.68,33.17,-1329.7400000000016,3237.29,5.502151490907519,4128.29,6124.98,5828.86,0.0,0.0,77.24000000000001,0.0,0.0,313.28000000000003,768.88,570.53,0.0,1.0,0.23176937423296348,0.34386702043446965,0.3272423290736725,0.0,0.0,0.0043363878181411925,0.0,0.0,0.017588083579327715,0.04316625926479026,0.03203054559663508,0.0,7,0,0.037037037037037035,0.2222222222222222,0.14814814814814814,0.07407407407407407,0.037037037037037035,0.2962962962962963,0.18518518518518517
24,19,Feminino,Solteiro,0,Uberlândia,MG,Funcionário Público,Superior,8556.82,0.0,37.55,574,2026.19,10087.29,Às vezes,9.7,0.3,1,1,0,Em observação,34802.84,59049.49,39,1200.0979310344826,5109.62,34.76,24246.65,8556.82,4.067263305760784,3189.46,3621.96,3347.82,3144.55,2353.3,1049.31,14460.279999999999,676.47,0.0,1487.09,549.35,923.25,1.0,0.0916436704590775,0.1040708172091703,0.09619387383328488,0.09035325852717768,0.06761804496414661,0.03015012567939858,0.4154913794391492,0.019437206848636493,0.0,0.04272898418634801,0.015784631369164127,0.026528007484446673,10,0,0.1282051282051282,0.1794871794871795,0.1282051282051282,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.2564102564102564
25,34,Masculino,Divorciado,1,Belo Horizonte,MG,Advogado,Pós-graduação,16630.31,0.0,58.0,574,4130.34,9359.46,Às vezes,5.41,0.7,0,1,1,Em observação,35433.29,84660.91,42,1042.155588235294,4969.32,22.68,49227.62,16630.31,2.1306451894161924,3530.4100000000003,6905.36,0.0,562.22,4969.32,1301.75,14853.84,0.0,34.94,1340.51,536.94,1398.0,1.0,0.09963539936596348,0.19488339919888895,0.0,0.015866999649199947,0.14024438599971947,0.03673805057334501,0.4192057807784713,0.0,0.000986078346097695,0.03783193714159763,0.015153546283734873,0.03945442266298162,12,0,0.07142857142857142,0.19047619047619047,0.19047619047619047,0.047619047619047616,0.09523809523809523,0.21428571428571427,0.19047619047619047
26,35,Masculino,Solteiro,0,Vitória,ES,Eletricista,Médio,4219.92,0.0,80.38,407,704.64,1976.26,Nunca,1.16,4.4,1,1,0,Em risco,27862.85,44466.7,52,663.4011904761904,5318.19,23.47,16603.85,4219.92,6.602696259644732,2705.03,10943.0,0.0,0.0,0.0,2192.69,6610.76,631.35,48.08,1921.9499999999998,1417.54,1392.45,1.0,0.09708375130325865,0.39274517861597075,0.0,0.0,0.0,0.07869582616279383,0.23726072530268802,0.022659203922068275,0.0017255951921644772,0.06897894508278944,0.05087562830076608,0.04997514611750055,10,8,0.09615384615384616,0.4423076923076923,0.07692307692307693,0.0,0.057692307692307696,0.1346153846153846,0.19230769230769232
27,26,Masculino,União Estável,0,Florianópolis,SC,Funcionário Público,Superior,13695.12,0.0,16.51,926,13554.46,35405.34,Sempre,19.02,6.1,0,1,1,Saudável,59820.72,90800.72,59,1246.265,4838.98,12.23,30980.0,13695.12,4.368031824474703,2411.95,1383.8600000000001,4261.68,1491.1100000000001,23569.31,2338.17,20281.44,12.23,443.71,806.43,1369.29,1451.54,1.0,0.040319641756234294,0.023133456100160616,0.07124086771272563,0.02492631315704659,0.3939991026520577,0.03908628983402406,0.3390370426835384,0.00020444421264070376,0.007417329647653856,0.01348078057235018,0.02288989500627876,0.024264836665289218,14,0,0.0847457627118644,0.0847457627118644,0.1694915254237288,0.01694915254237288,0.06779661016949153,0.3898305084745763,0.1864406779661017
28,40,Feminino,União Estável,2,São Paulo,SP,Recepcionista,Superior,2735.34,0.0,49.46,628,866.08,3327.15,Raramente,2.57,22.0,0,1,0,Em observação,24622.59,41894.44,46,683.9608333333333,3842.88,22.8,17271.850000000002,2735.34,9.001656101252495,4524.81,3872.67,3678.7200000000003,0.0,3842.88,797.63,2463.29,523.17,121.29,2569.26,474.07,1754.8,1.0,0.1837666143163656,0.15728117959970905,0.149404266569845,0.0,0.15607131499976243,0.032394236349628534,0.10004187211824589,0.021247561690301467,0.004925964327879399,0.10434564357364519,0.019253457901869785,0.0712678885527477,11,2,0.043478260869565216,0.2391304347826087,0.1956521739130435,0.043478260869565216,0.021739130434782608,0.2608695652173913,0.1956521739130435
29,50,Masculino,Casado,2,Juazeiro do Norte,CE,Médico,Pós-graduação,26920.7,1952.78,37.73,661,14653.35,36033.72,Às vezes,2.32,27.0,1,1,1,Em observação,28251.04,89198.12,39,856.0921212121212,5188.04,30.53,60947.079999999994,26920.7,1.049416991385811,4368.9,7777.62,2449.38,0.0,4098.54,569.0,6998.719999999999,0.0,390.71,1133.91,0.0,464.26,1.0,0.15464563428461392,0.2753038472211996,0.08670052500722097,0.0,0.14507572110619643,0.020140851451840358,0.24773318079617596,0.0,0.01382993334050711,0.04013692947233093,0.0,0.016433377319914594,8,2,0.07692307692307693,0.3076923076923077,0.1794871794871795,0.02564102564102564,0.02564102564102564,0.23076923076923078,0.15384615384615385
30,22,Masculino,Casado,0,São Paulo,SP,Analista Financeiro,Superior,9722.62,0.0,0.49,713,7399.22,23401.35,Sempre,16.39,2.3,0,1,0,Saudável,29057.59,67476.52,41,937.3416129032258,3842.37,10.99,38418.93000000001,9722.62,2.9886584068903237,2233.5899999999997,1413.01,1545.77,3842.37,14425.949999999999,2364.4700000000003,0.0,609.53,243.77,1001.1999999999999,674.49,703.44,1.0,0.07686769618540285,0.04862791442786549,0.053196772340720615,0.13223292089949648,0.4964606493518561,0.08137185499554506,0.0,0.020976619189685033,0.008389202270387875,0.03445571363626508,0.02321217967491454,0.02420847702786088,7,1,0.04878048780487805,0.17073170731707318,0.14634146341463414,0.024390243902439025,0.0975609756097561,0.2682926829268293,0.24390243902439024
31,18,Feminino,Solteiro,0,Londrina,PR,Funcionário Público,Superior,8952.47,0.0,58.0,651,3888.49,12008.59,Frequentemente,12.0,0.0,0,1,1,Em observação,40736.79,52669.99,59,831.3630612244898,4295.95,15.15,11933.199999999997,8952.47,4.550340855652128,3354.92,5043.01,478.4,0.0,8340.919999999998,2811.7699999999995,10241.23,727.28,0.0,5465.889999999999,1080.07,3193.3,1.0,0.08235602265176024,0.12379497746386006,0.011743684271637505,0.0,0.2047515280413601,0.06902286606283901,0.251400024400548,0.017853149450410794,0.0,0.1341757659354112,0.026513380165692976,0.07838860155648003,15,3,0.0847457627118644,0.23728813559322035,0.2033898305084746,0.0,0.03389830508474576,0.3050847457627119,0.13559322033898305
32,34,Masculino,Solteiro,3,Natal,RN,Eletricista,Médio,4895.27,393.71,14.74,700,6005.13,8882.86,Sempre,19.41,5.3,0,0,0,Saudável,25601.58,14825.150000000001,23,1347.4515789473685,3979.83,24.68,-10776.43,4895.27,5.229860661413977,3401.68,2215.23,1165.42,0.0,12470.99,2392.3199999999997,3562.13,0.0,0.0,0.0,393.81,0.0,1.0,0.1328699244343513,0.08652708153168671,0.04552140922552436,0.0,0.4871179825620137,0.09344423273876064,0.1391371157561369,0.0,0.0,0.0,0.015382253751526272,0.0,4,0,0.0,0.2608695652173913,0.21739130434782608,0.043478260869565216,0.13043478260869565,0.21739130434782608,0.13043478260869565
33,30,Feminino,Solteiro,2,Curitiba,PR,Técnico em Informática,Fundamental,4399.16,0.0,0.89,996,3673.87,10270.39,Frequentemente,21.33,6.3,0,0,0,Saudável,44158.33,62384.299999999996,52,1162.0613157894738,5617.27,54.5,18225.969999999994,4399.16,10.037900417352404,2968.0099999999998,3039.95,6950.92,4036.8,4568.73,2202.31,17682.13,311.82,97.3,1006.57,780.98,512.81,1.0,0.06721291316949712,0.06884205086560112,0.15740903245208773,0.091416500578713,0.10346247242592732,0.049873036412382436,0.40042569544636314,0.007061408345831919,0.0022034347766321776,0.02279456673293578,0.01768590433560327,0.011612984458424944,15,0,0.1346153846153846,0.17307692307692307,0.11538461538461539,0.057692307692307696,0.07692307692307693,0.17307692307692307,0.2692307692307692
34,39,Masculino,Casado,2,Blumenau,SC,Analista de TI,Superior,7978.93,0.0,69.85,361,819.8,3492.54,Raramente,0.27,3.3,0,0,1,Em risco,34283.85,32323.67,34,1269.7722222222221,5593.61,16.62,-1960.1800000000003,7978.93,4.296797941578633,3377.11,8931.48,0.0,0.0,0.0,0.0,18997.699999999997,0.0,0.0,1775.3400000000001,462.59,739.63,1.0,0.09850439784329941,0.2605156655393137,0.0,0.0,0.0,0.0,0.5541297141365394,0.0,0.0,0.05178356573138665,0.013492942012055238,0.021573714737405512,9,1,0.14705882352941177,0.20588235294117646,0.14705882352941177,0.08823529411764706,0.029411764705882353,0.20588235294117646,0.17647058823529413
35,34,Masculino,Solteiro,1,Olinda,PE,Vendedor,Médio,2480.95,0.0,89.97,334,332.99,1870.53,Nunca,1.05,0.2,1,0,0,Em risco,37139.59,32171.670000000002,47,1061.1311428571428,5926.93,15.96,-4967.919999999995,2480.95,14.969906688969951,4719.37,3410.55,0.0,0.0,0.0,1399.1499999999999,20704.85,940.24,332.08,3882.92,1606.99,143.44,1.0,0.12707113891133426,0.09183057755887991,0.0,0.0,0.0,0.03767273682881259,0.5574873066719369,0.025316380713949725,0.008941401884081112,0.10454935016783977,0.04326892138550803,0.0038621858776577774,13,0,0.0851063829787234,0.2978723404255319,0.0851063829787234,0.02127659574468085,0.0425531914893617,0.23404255319148937,0.23404255319148937
36,31,Masculino,Casado,4,Niterói,RJ,Professor,Fundamental,2561.57,0.0,58.56,355,146.14,1670.96,Raramente,2.11,0.6,0,0,0,Em risco,48965.36,26447.95,56,1064.464347826087,5502.43,15.33,-22517.41,2561.57,19.115370651592578,1776.47,13467.11,1002.83,2532.13,0.0,8799.82,17826.79,0.0,1534.09,0.0,954.11,1072.01,1.0,0.03628013763199127,0.2750334113748985,0.02048039675395014,0.051712680147761605,0.0,0.17971521091645196,0.3640694156031938,0.0,0.0313301076516133,0.0,0.019485407643280883,0.02189323227685858,12,7,0.07142857142857142,0.35714285714285715,0.19642857142857142,0.017857142857142856,0.07142857142857142,0.125,0.16071428571428573
